date,game,minimum,decision,confidence,actual_total,went_over,result,reasoning,month
2024-10-22,New York Knicks @ Boston Celtics,217.0,NO,61,241,True,SKIPPED,Elite offense (119.5) | Average pace (96.2) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (99+ days),2024-10
2025-01-19,Philadelphia 76ers @ Milwaukee Bucks,210.0,NO,47,232,True,SKIPPED,Above-avg offense (113.9) | Above average pace (98.3) | Milwaukee Bucks hot (WARM) | Moderate buffer (15.1) | Philadelphia 76ers on back-to-back,2025-01
2025-01-19,Denver Nuggets @ Orlando Magic,211.0,NO,51,213,True,SKIPPED,Strong offense (114.7) | Average pace (97.9) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-19,San Antonio Spurs @ Miami Heat,209.5,NO,33,235,True,SKIPPED,Above-avg offense (114.0) | Average pace (97.8) | San Antonio Spurs cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-19,Washington Wizards @ Sacramento Kings,208.5,NO,37,223,True,SKIPPED,Weak offense (111.8) | Above average pace (99.6) | Washington Wizards hot (HOT) | Moderate buffer (15.2) | Washington Wizards on back-to-back,2025-01
2025-01-19,Chicago Bulls @ Portland Trail Blazers,213.5,NO,45,215,True,SKIPPED,Above-avg offense (112.9) | Fast pace (100.8) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Portland Trail Blazers on back-to-back,2025-01
2025-01-19,Los Angeles Lakers @ Los Angeles Clippers,211.5,NO,46,218,True,SKIPPED,Strong offense (115.5) | Average pace (97.5) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-19,Brooklyn Nets @ Oklahoma City Thunder,210.5,NO,50,228,True,SKIPPED,Strong offense (114.4) | Above average pace (98.2) | Oklahoma City Thunder cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-20,Dallas Mavericks @ Charlotte Hornets,204.5,NO,37,215,True,SKIPPED,Weak offense (111.0) | Above average pace (98.4) | Charlotte Hornets hot (HOT) | Tight buffer (14.8) | Both teams rested (3+ days),2025-01
2025-01-20,Phoenix Suns @ Cleveland Cavaliers,220.5,NO,72,210,False,SKIPPED,Elite offense (119.0) | Above average pace (98.4) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-20,Chicago Bulls @ Los Angeles Clippers,215.5,NO,50,211,False,SKIPPED,Strong offense (114.6) | Fast pace (100.2) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Both teams on back-to-back (fatigued),2025-01
2025-01-20,Utah Jazz @ New Orleans Pelicans,206.5,NO,30,242,True,SKIPPED,Weak offense (110.8) | Above average pace (99.5) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (3+ days),2025-01
2025-01-20,Boston Celtics @ Golden State Warriors,215.0,NO,65,210,False,SKIPPED,Elite offense (117.8) | Average pace (97.2) | Boston Celtics hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-20,Detroit Pistons @ Houston Rockets,215.0,NO,57,203,False,SKIPPED,Strong offense (115.2) | Above average pace (99.2) | Houston Rockets hot (HOT) | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-20,Minnesota Timberwolves @ Memphis Grizzlies,221.0,NO,70,214,False,SKIPPED,Elite offense (117.2) | Fast pace (100.3) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-20,Atlanta Hawks @ New York Knicks,219.0,NO,72,229,True,SKIPPED,Elite offense (116.5) | Above average pace (99.7) | New York Knicks hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-21,Washington Wizards @ Los Angeles Lakers,206.5,NO,37,199,False,SKIPPED,Weak offense (111.3) | Above average pace (99.2) | Washington Wizards hot (HOT) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-21,Philadelphia 76ers @ Denver Nuggets,215.5,NO,53,253,True,SKIPPED,Strong offense (115.9) | Above average pace (98.6) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-21,Orlando Magic @ Toronto Raptors,201.5,NO,26,202,True,SKIPPED,Weak offense (110.0) | Average pace (97.9) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-21,Portland Trail Blazers @ Miami Heat,206.5,NO,41,223,True,SKIPPED,Above-avg offense (112.6) | Average pace (97.5) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-21,New York Knicks @ Brooklyn Nets,206.0,NO,35,194,False,SKIPPED,Above-avg offense (113.5) | Average pace (96.6) | New York Knicks hot (WARM) | Tight buffer (14.9) | New York Knicks on back-to-back,2025-01
2025-01-22,Charlotte Hornets @ Memphis Grizzlies,212.0,NO,57,252,True,SKIPPED,Above-avg offense (112.5) | Fast pace (100.4) | Charlotte Hornets hot (HOT) | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-22,Utah Jazz @ Oklahoma City Thunder,217.5,NO,55,237,True,SKIPPED,Strong offense (115.8) | Fast pace (100.0) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-22,Cleveland Cavaliers @ Houston Rockets,221.0,YES,80,217,False,LOSS,Elite offense (118.5) | Above average pace (99.2) | Both teams hot (HOT/HOT) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-22,Minnesota Timberwolves @ Dallas Mavericks,213.5,NO,50,229,True,SKIPPED,Strong offense (115.7) | Above average pace (98.2) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-22,Phoenix Suns @ Brooklyn Nets,203.5,NO,36,192,False,SKIPPED,Above-avg offense (112.3) | Average pace (96.8) | Both teams neutral form | Moderate buffer (15.2) | Brooklyn Nets on back-to-back,2025-01
2025-01-22,Detroit Pistons @ Atlanta Hawks,218.5,NO,68,218,False,SKIPPED,Strong offense (114.8) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-22,Boston Celtics @ Los Angeles Clippers,214.0,NO,65,230,True,SKIPPED,Elite offense (117.8) | Average pace (96.6) | Boston Celtics hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-22,Golden State Warriors @ Sacramento Kings,214.5,NO,58,240,True,SKIPPED,Strong offense (115.8) | Above average pace (98.5) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-23,Portland Trail Blazers @ Orlando Magic,201.5,NO,26,180,False,SKIPPED,Weak offense (110.6) | Average pace (97.4) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-23,San Antonio Spurs @ Indiana Pacers,216.5,NO,45,250,True,SKIPPED,Strong offense (115.5) | Above average pace (99.6) | San Antonio Spurs cold (scoring slump) | Tight buffer (14.8) | Both teams rested (4+ days),2025-01
2025-01-23,Dallas Mavericks @ Oklahoma City Thunder,219.5,NO,50,236,True,SKIPPED,Elite offense (117.5) | Above average pace (99.6) | Oklahoma City Thunder cold (scoring slump) | Moderate buffer (15.2) | Both teams on back-to-back (fatigued),2025-01
2025-01-23,Miami Heat @ Milwaukee Bucks,211.0,NO,55,221,True,SKIPPED,Strong offense (114.7) | Average pace (97.8) | Milwaukee Bucks hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-23,Sacramento Kings @ Denver Nuggets,221.5,NO,67,255,True,SKIPPED,Elite offense (118.3) | Above average pace (99.0) | Sacramento Kings hot (WARM) | Moderate buffer (15.0) | Sacramento Kings on back-to-back,2025-01
2025-01-23,Chicago Bulls @ Golden State Warriors,216.5,NO,55,237,True,SKIPPED,Strong offense (114.5) | Fast pace (100.8) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.1) | Golden State Warriors on back-to-back,2025-01
2025-01-23,Boston Celtics @ Los Angeles Lakers,214.5,NO,60,213,False,SKIPPED,Elite offense (118.2) | Average pace (96.7) | Boston Celtics hot (WARM) | Moderate buffer (15.2) | Boston Celtics on back-to-back,2025-01
2025-01-23,Washington Wizards @ Los Angeles Clippers,206.0,NO,32,203,False,SKIPPED,Weak offense (110.9) | Above average pace (99.2) | Washington Wizards hot (HOT) | Tight buffer (14.9) | Los Angeles Clippers on back-to-back,2025-01
2025-01-23,Toronto Raptors @ Atlanta Hawks,214.0,NO,53,241,True,SKIPPED,Above-avg offense (112.5) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.1) | Atlanta Hawks on back-to-back,2025-01
2025-01-24,Portland Trail Blazers @ Charlotte Hornets,201.0,NO,37,199,False,SKIPPED,Weak offense (109.5) | Above average pace (98.2) | Charlotte Hornets hot (HOT) | Moderate buffer (15.0) | Portland Trail Blazers on back-to-back,2025-01
2025-01-24,Cleveland Cavaliers @ Philadelphia 76ers,216.5,NO,72,261,True,SKIPPED,Elite offense (116.8) | Above average pace (98.6) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-24,New Orleans Pelicans @ Memphis Grizzlies,216.5,NO,60,265,True,SKIPPED,Strong offense (114.1) | Fast pace (101.2) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (4+ days),2025-01
2025-01-25,Washington Wizards @ Phoenix Suns,206.5,NO,42,228,True,SKIPPED,Weak offense (111.5) | Above average pace (99.0) | Washington Wizards hot (HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-25,Indiana Pacers @ San Antonio Spurs,216.5,NO,45,234,True,SKIPPED,Strong offense (115.5) | Above average pace (99.6) | San Antonio Spurs cold (scoring slump) | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-25,Denver Nuggets @ Minnesota Timberwolves,220.0,NO,60,237,True,SKIPPED,Elite offense (118.2) | Above average pace (98.5) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-25,New Orleans Pelicans @ Charlotte Hornets,200.0,NO,27,215,True,SKIPPED,Weak offense (108.8) | Above average pace (98.3) | Charlotte Hornets hot (HOT) | Tight buffer (14.9) | Both teams on back-to-back (fatigued),2025-01
2025-01-25,Detroit Pistons @ Orlando Magic,206.0,NO,36,234,True,SKIPPED,Above-avg offense (112.2) | Average pace (97.9) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (3+ days),2025-01
2025-01-25,Toronto Raptors @ Atlanta Hawks,214.0,NO,58,211,False,SKIPPED,Above-avg offense (112.5) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-25,Houston Rockets @ Cleveland Cavaliers,221.0,NO,75,266,True,SKIPPED,Elite offense (118.5) | Above average pace (99.2) | Both teams hot (WARM/HOT) | Moderate buffer (15.2) | Cleveland Cavaliers on back-to-back,2025-01
2025-01-25,Sacramento Kings @ New York Knicks,216.5,NO,73,263,True,SKIPPED,Elite offense (117.6) | Average pace (97.5) | Both teams hot (WARM/WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-25,Philadelphia 76ers @ Chicago Bulls,212.5,NO,40,206,False,SKIPPED,Above-avg offense (113.0) | Fast pace (100.1) | Chicago Bulls cold (scoring slump) | Tight buffer (14.9) | Philadelphia 76ers on back-to-back,2025-01
2025-01-25,Utah Jazz @ Memphis Grizzlies,218.5,NO,63,228,True,SKIPPED,Strong offense (114.5) | Fast pace (101.7) | Both teams neutral form | Moderate buffer (15.1) | Memphis Grizzlies on back-to-back,2025-01
2025-01-25,Los Angeles Lakers @ Golden State Warriors,212.0,NO,58,226,True,SKIPPED,Strong offense (115.5) | Above average pace (98.2) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-25,Milwaukee Bucks @ Los Angeles Clippers,213.5,NO,57,244,True,SKIPPED,Strong offense (115.5) | Above average pace (98.4) | Milwaukee Bucks hot (WARM) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-25,Miami Heat @ Brooklyn Nets,200.5,NO,35,203,True,SKIPPED,Weak offense (111.0) | Average pace (96.3) | Brooklyn Nets hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-25,Boston Celtics @ Dallas Mavericks,215.5,NO,65,229,True,SKIPPED,Elite offense (117.7) | Average pace (97.5) | Boston Celtics hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-26,Oklahoma City Thunder @ Portland Trail Blazers,216.5,NO,55,226,True,SKIPPED,Elite offense (116.0) | Above average pace (99.4) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.9) | Both teams rested (3+ days),2025-01
2025-01-27,Orlando Magic @ Miami Heat,201.0,NO,31,244,True,SKIPPED,Weak offense (111.5) | Average pace (96.2) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-27,Memphis Grizzlies @ New York Knicks,222.5,YES,82,249,True,WIN,Elite offense (118.1) | Fast pace (100.0) | New York Knicks hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-27,New Orleans Pelicans @ Toronto Raptors,205.5,NO,30,217,True,SKIPPED,Weak offense (110.5) | Above average pace (99.4) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-27,Denver Nuggets @ Chicago Bulls,223.5,NO,70,250,True,SKIPPED,Elite offense (117.0) | Fast pace (101.3) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-27,Detroit Pistons @ Cleveland Cavaliers,222.5,NO,67,201,False,SKIPPED,Elite offense (118.3) | Above average pace (99.8) | Cleveland Cavaliers hot (HOT) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-27,Atlanta Hawks @ Minnesota Timberwolves,217.5,NO,50,192,False,SKIPPED,Strong offense (115.6) | Above average pace (99.9) | Minnesota Timberwolves cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-27,Los Angeles Clippers @ Phoenix Suns,211.5,NO,51,220,True,SKIPPED,Strong offense (115.7) | Average pace (97.3) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-27,Los Angeles Lakers @ Charlotte Hornets,203.5,NO,35,219,True,SKIPPED,Weak offense (111.6) | Average pace (97.6) | Charlotte Hornets hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-27,Washington Wizards @ Dallas Mavericks,207.0,NO,52,238,True,SKIPPED,Weak offense (110.8) | Fast pace (100.1) | Washington Wizards hot (HOT) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-27,Houston Rockets @ Boston Celtics,215.5,NO,73,226,True,SKIPPED,Elite offense (117.9) | Average pace (97.2) | Both teams hot (WARM/WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-27,Milwaukee Bucks @ Utah Jazz,212.5,NO,47,235,True,SKIPPED,Above-avg offense (113.6) | Above average pace (99.7) | Milwaukee Bucks hot (WARM) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-27,Sacramento Kings @ Brooklyn Nets,206.0,NO,48,206,False,SKIPPED,Above-avg offense (112.6) | Average pace (97.3) | Both teams hot (WARM/WARM) | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-28,Houston Rockets @ Atlanta Hawks,217.5,NO,62,196,False,SKIPPED,Strong offense (114.9) | Fast pace (100.6) | Houston Rockets hot (WARM) | Moderate buffer (15.0) | Both teams on back-to-back (fatigued),2025-01
2025-01-28,Los Angeles Lakers @ Philadelphia 76ers,208.0,NO,36,222,True,SKIPPED,Above-avg offense (113.9) | Average pace (97.5) | Both teams neutral form | Moderate buffer (15.0) | Los Angeles Lakers on back-to-back,2025-01
2025-01-28,Utah Jazz @ Golden State Warriors,210.5,NO,43,217,True,SKIPPED,Above-avg offense (113.1) | Above average pace (99.3) | Both teams neutral form | Moderate buffer (15.2) | Utah Jazz on back-to-back,2025-01
2025-01-28,Milwaukee Bucks @ Portland Trail Blazers,211.5,NO,42,237,True,SKIPPED,Above-avg offense (113.8) | Above average pace (99.0) | Milwaukee Bucks hot (WARM) | Tight buffer (14.9) | Milwaukee Bucks on back-to-back,2025-01
2025-01-29,Detroit Pistons @ Indiana Pacers,218.0,NO,53,252,True,SKIPPED,Strong offense (115.8) | Above average pace (99.8) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-29,Toronto Raptors @ Washington Wizards,204.0,NO,47,188,False,SKIPPED,Weak offense (108.7) | Fast pace (100.3) | Washington Wizards hot (HOT) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-29,Chicago Bulls @ Boston Celtics,219.0,NO,72,222,True,SKIPPED,Elite offense (117.3) | Above average pace (99.2) | Boston Celtics hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-29,Sacramento Kings @ Philadelphia 76ers,210.5,NO,45,221,True,SKIPPED,Strong offense (114.3) | Average pace (97.8) | Sacramento Kings hot (WARM) | Tight buffer (14.8) | Philadelphia 76ers on back-to-back,2025-01
2025-01-29,Dallas Mavericks @ New Orleans Pelicans,209.0,NO,40,273,True,SKIPPED,Above-avg offense (112.6) | Above average pace (99.2) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-29,Brooklyn Nets @ Charlotte Hornets,195.0,NO,43,187,False,SKIPPED,Weak offense (107.9) | Average pace (97.0) | Both teams hot (WARM/HOT) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-29,Oklahoma City Thunder @ Golden State Warriors,219.5,NO,50,225,True,SKIPPED,Elite offense (117.7) | Above average pace (99.3) | Oklahoma City Thunder cold (scoring slump) | Tight buffer (14.8) | Golden State Warriors on back-to-back,2025-01
2025-01-29,Minnesota Timberwolves @ Phoenix Suns,213.0,NO,48,234,True,SKIPPED,Elite offense (116.4) | Average pace (97.2) | Minnesota Timberwolves cold (scoring slump) | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-29,Los Angeles Clippers @ San Antonio Spurs,212.0,NO,45,244,True,SKIPPED,Strong offense (114.8) | Above average pace (98.4) | San Antonio Spurs cold (scoring slump) | Tight buffer (14.8) | Both teams rested (2+ days),2025-01
2025-01-29,Cleveland Cavaliers @ Miami Heat,217.5,NO,72,232,True,SKIPPED,Elite offense (117.6) | Above average pace (98.0) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-29,Denver Nuggets @ New York Knicks,221.5,NO,72,234,True,SKIPPED,Elite offense (119.2) | Above average pace (98.2) | New York Knicks hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-01-30,Orlando Magic @ Portland Trail Blazers,201.5,NO,26,209,True,SKIPPED,Weak offense (110.6) | Average pace (97.4) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (3+ days),2025-01
2025-01-30,Houston Rockets @ Memphis Grizzlies,221.0,YES,82,239,True,WIN,Elite offense (116.5) | Fast pace (100.9) | Houston Rockets hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-30,Los Angeles Lakers @ Washington Wizards,206.5,NO,32,230,True,SKIPPED,Weak offense (111.3) | Above average pace (99.2) | Washington Wizards hot (WARM) | Tight buffer (14.9) | Washington Wizards on back-to-back,2025-01
2025-01-30,Atlanta Hawks @ Cleveland Cavaliers,225.0,NO,77,252,True,SKIPPED,Elite offense (118.2) | Fast pace (101.2) | Cleveland Cavaliers hot (HOT) | Moderate buffer (15.1) | Cleveland Cavaliers on back-to-back,2025-01
2025-01-30,Minnesota Timberwolves @ Utah Jazz,211.0,NO,43,251,True,SKIPPED,Above-avg offense (113.9) | Above average pace (98.7) | Both teams neutral form | Moderate buffer (15.2) | Minnesota Timberwolves on back-to-back,2025-01
2025-01-31,Denver Nuggets @ Philadelphia 76ers,215.5,NO,53,271,True,SKIPPED,Strong offense (115.9) | Above average pace (98.6) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-31,Chicago Bulls @ Toronto Raptors,213.5,NO,50,228,True,SKIPPED,Above-avg offense (112.3) | Fast pace (101.2) | Chicago Bulls cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-31,Los Angeles Clippers @ Charlotte Hornets,203.0,NO,35,216,True,SKIPPED,Weak offense (111.2) | Average pace (97.5) | Charlotte Hornets hot (WARM) | Moderate buffer (15.0) | Both teams rested (2+ days),2025-01
2025-01-31,Dallas Mavericks @ Detroit Pistons,214.5,NO,62,219,True,SKIPPED,Strong offense (114.9) | Above average pace (99.5) | Dallas Mavericks hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-01
2025-01-31,Milwaukee Bucks @ San Antonio Spurs,214.5,NO,57,262,True,SKIPPED,Strong offense (115.2) | Above average pace (99.3) | Milwaukee Bucks hot (WARM) | Tight buffer (14.9) | Both teams rested (3+ days),2025-01
2025-01-31,Phoenix Suns @ Golden State Warriors,212.5,NO,46,235,True,SKIPPED,Strong offense (115.6) | Average pace (97.9) | Both teams neutral form | Tight buffer (14.9) | Both teams rested (2+ days),2025-01
2025-01-31,Boston Celtics @ New Orleans Pelicans,211.0,NO,55,234,True,SKIPPED,Strong offense (115.5) | Average pace (97.4) | Boston Celtics hot (WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-01
2025-02-01,Orlando Magic @ Utah Jazz,202.5,NO,33,212,True,SKIPPED,Weak offense (110.3) | Above average pace (98.0) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-01,Miami Heat @ San Antonio Spurs,209.5,NO,28,208,False,SKIPPED,Above-avg offense (114.0) | Average pace (97.8) | Miami Heat cold (scoring slump) | Moderate buffer (15.0) | San Antonio Spurs on back-to-back,2025-02
2025-02-01,Denver Nuggets @ Charlotte Hornets,211.0,NO,37,211,False,SKIPPED,Above-avg offense (113.6) | Above average pace (98.7) | Charlotte Hornets hot (WARM) | Tight buffer (14.9) | Both teams on back-to-back (fatigued),2025-02
2025-02-01,Brooklyn Nets @ Houston Rockets,204.5,NO,38,208,True,SKIPPED,Weak offense (111.9) | Average pace (97.5) | Both teams hot (HOT/WARM) | Tight buffer (14.9) | Both teams rested (3+ days),2025-02
2025-02-01,Atlanta Hawks @ Indiana Pacers,220.5,NO,68,259,True,SKIPPED,Strong offense (115.5) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.1) | Both teams rested (2+ days),2025-02
2025-02-01,Washington Wizards @ Minnesota Timberwolves,207.5,NO,37,208,True,SKIPPED,Weak offense (111.7) | Above average pace (99.1) | Washington Wizards hot (WARM) | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-01,Phoenix Suns @ Portland Trail Blazers,209.5,NO,36,235,True,SKIPPED,Above-avg offense (114.0) | Average pace (97.9) | Both teams neutral form | Moderate buffer (15.0) | Phoenix Suns on back-to-back,2025-02
2025-02-01,Sacramento Kings @ Oklahoma City Thunder,221.0,NO,60,254,True,SKIPPED,Elite offense (118.5) | Above average pace (99.1) | Oklahoma City Thunder cold (scoring slump) | Moderate buffer (15.2) | Both teams rested (3+ days),2025-02
2025-02-01,Los Angeles Lakers @ New York Knicks,214.0,NO,65,240,True,SKIPPED,Elite offense (117.2) | Average pace (97.2) | New York Knicks hot (WARM) | Moderate buffer (15.2) | Both teams rested (2+ days),2025-02
2025-02-02,Dallas Mavericks @ Cleveland Cavaliers,221.0,YES,80,245,True,WIN,Elite offense (118.2) | Above average pace (99.5) | Both teams hot (WARM/HOT) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-02
2025-02-02,Chicago Bulls @ Detroit Pistons,218.5,NO,55,246,True,SKIPPED,Strong offense (114.5) | Fast pace (101.3) | Chicago Bulls cold (scoring slump) | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-02,Los Angeles Clippers @ Toronto Raptors,209.0,NO,43,223,True,SKIPPED,Above-avg offense (112.8) | Above average pace (98.6) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-02,Boston Celtics @ Philadelphia 76ers,211.0,NO,60,228,True,SKIPPED,Elite offense (116.2) | Average pace (96.6) | Boston Celtics hot (WARM) | Tight buffer (14.9) | Both teams rested (2+ days),2025-02
2025-02-02,Memphis Grizzlies @ Milwaukee Bucks,222.0,YES,82,251,True,WIN,Elite offense (116.8) | Fast pace (101.3) | Milwaukee Bucks hot (WARM) | Moderate buffer (15.2) | Both teams rested (3+ days),2025-02
2025-02-03,Orlando Magic @ Golden State Warriors,204.0,NO,41,203,False,SKIPPED,Above-avg offense (112.2) | Average pace (97.4) | Both teams neutral form | Moderate buffer (15.2) | Both teams rested (2+ days),2025-02
2025-02-03,Phoenix Suns @ Portland Trail Blazers,209.5,NO,41,240,True,SKIPPED,Above-avg offense (114.0) | Average pace (97.9) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-02
2025-02-03,Milwaukee Bucks @ Oklahoma City Thunder,221.0,NO,67,221,False,SKIPPED,Elite offense (118.1) | Above average pace (99.7) | Milwaukee Bucks hot (WARM) | Moderate buffer (15.0) | Milwaukee Bucks on back-to-back,2025-02
2025-02-03,Sacramento Kings @ Minnesota Timberwolves,215.0,NO,61,230,True,SKIPPED,Elite offense (116.7) | Average pace (97.8) | Both teams neutral form | Moderate buffer (15.0) | Both teams rested (2+ days),2025-02
2025-02-03,San Antonio Spurs @ Memphis Grizzlies,220.5,NO,73,237,True,SKIPPED,Elite offense (116.1) | Fast pace (101.3) | Both teams neutral form | Moderate buffer (15.1) | Memphis Grizzlies on back-to-back,2025-02
2025-02-03,New Orleans Pelicans @ Denver Nuggets,215.5,NO,50,238,True,SKIPPED,Strong offense (115.2) | Above average pace (99.4) | New Orleans Pelicans cold (scoring slump) | Moderate buffer (15.1) | Both teams rested (3+ days),2025-02
2025-02-03,Houston Rockets @ New York Knicks,215.0,NO,73,242,True,SKIPPED,Elite offense (116.9) | Average pace (97.7) | Both teams hot (WARM/WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-02
2025-02-03,Indiana Pacers @ Utah Jazz,214.5,NO,43,223,True,SKIPPED,Above-avg offense (113.8) | Above average pace (100.0) | Both teams neutral form | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-03,Atlanta Hawks @ Detroit Pistons,218.5,NO,63,262,True,SKIPPED,Strong offense (114.8) | Fast pace (101.2) | Both teams neutral form | Moderate buffer (15.2) | Detroit Pistons on back-to-back,2025-02
2025-02-03,Washington Wizards @ Charlotte Hornets,198.0,NO,50,238,True,SKIPPED,Weak offense (107.0) | Above average pace (99.2) | Both teams hot (WARM/WARM) | Moderate buffer (15.1) | Both teams rested (2+ days),2025-02
2025-02-04,Dallas Mavericks @ Philadelphia 76ers,209.0,NO,47,234,True,SKIPPED,Above-avg offense (113.3) | Above average pace (98.3) | Dallas Mavericks hot (WARM) | Tight buffer (14.8) | Both teams rested (2+ days),2025-02
2025-02-04,Indiana Pacers @ Portland Trail Blazers,213.5,NO,43,201,False,SKIPPED,Strong offense (114.1) | Above average pace (99.3) | Both teams neutral form | Tight buffer (14.8) | Both teams on back-to-back (fatigued),2025-02
